"panel_id","hh_code","wave","year","treatment_hh","treatment_site","site_code","gender_hhh","age_hhh","num_dependents","read_and_write","w_gross_yield_a","w_gross_yield_b","expend_food_yearly","expend_food_lastweek","wdds_score","w_area_plots_a","w_area_plots_b","income_total","income_total_win","income_total_trim"
401002,4010,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Male",40,2,1,0,178571.42,1408.7925,27,3,0.12,0.092399999,235200,192000,235200
401003,4010,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,175757.58,95454.547,333936,6400,2,0.033,0.033,49920,49920,49920
401004,4010,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",36,NA,NA,3135.135,23513.514,313065,6000,2,0.185,0.185,134400,134400,134400
401005,4010,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",36,NA,NA,423357.66,338686.13,292194,5600,5,0.0137,0.0137,51840,51840,51840
401101,4011,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",28,1,1,39150,0,391331.25,7500,0,0.1,0.1,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401103,4011,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,18122.979,4111.9365,138270.38,2650,1,0.52529997,0.52529997,97440,97440,97440
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401105,4011,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",56,NA,NA,166666.67,1e+05,3652.425,70,5,0.17399999,0.17399999,61632,61632,61632
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401202,4012,"FUP1&2",2013,"Control","Treatment","Rwamangana 34","Male",27,1,1,0,119150.78,1878.3899,36,3,0.16,0.34619999,0,0,0
401205,4012,"Endline",2018,"Control","Treatment","Rwamangana 34","Male",33,NA,NA,312283.97,138792.88,106963.88,2050,3,0.3761,0.3761,28800,28800,28800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401302,4013,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Female",33,3,1,0,0,1826.2124,35,4,1.14,0.025000002,19200,19200,19200
401303,4013,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,233870.97,0,273931.88,5250,6,0.1674,0.1674,155520,155520,155520
401304,4013,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",53,NA,NA,0,0,294281.09,5640,3,0.087399997,0.087399997,8640,8640,8640
401305,4013,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",53,NA,NA,0,0,216536.63,4150,3,0.1124,0.1124,7680,7680,7680
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401403,4014,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,26832.299,42484.473,203492.25,3900,3,0.161,0.161,1440,1440,1440
401404,4014,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",61,NA,NA,0,0,203492.25,3900,2,0.161,0.161,144000,144000,144000
401405,4014,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",61,NA,NA,167655.78,17210.682,193056.75,3700,3,0.20220001,0.20220001,41280,41280,41280
401501,4015,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",61,3,1,10147.258,0,401766.75,7700,0,0.57158297,0.544083,341040,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401504,4015,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",58,NA,NA,0,0,88701.75,1700,3,0.037500001,0.037500001,17280,17280,17280
401505,4015,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,24166.668,0,190447.88,3650,4,0.059999999,0.059999999,25920,25920,25920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401603,4016,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,106857.53,110075.46,200883.38,3850,4,0.22529998,0.22529998,149856,149856,149856
401604,4016,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",32,NA,NA,0,88986.664,404897.41,7760,4,0.14500001,0.35229999,416160,192000,NA
401605,4016,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",32,NA,NA,97227.32,191593.13,104355,2000,4,0.2723,0.21529999,124800,124800,124800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401702,4017,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Male",44,0,1,35000,458333.31,939.19501,18,2,0.12,0.18000001,359040,192000,NA
401703,4017,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,44657.262,85937.5,205579.34,3940,4,0.19839999,0.16,36960,36960,36960
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
401803,4018,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,2e+05,115975.61,477424.13,9150,5,0.41,0.41,316800,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402002,4020,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Male",44,0,1,0,180468.73,2452.3423,47,3,0.16,0.16000001,6240,6240,6240
402003,4020,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,0,0,57395.25,1100,2,0.34850001,0.34850001,9600,9600,9600
402004,4020,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",54,NA,NA,0,0,133052.63,2550,3,0.0139,0.0139,33792,33792,33792
402005,4020,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",54,NA,NA,73417.719,29367.088,0,0,0,0.19750001,0.19750001,62400,62400,62400
402101,4021,"Baseline",2012,"Control","Treatment","Rwamangana 34","Male",37,3,1,0,0,100180.8,1920,3,0.015900001,0.015900001,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402204,4022,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",74,NA,NA,26752.768,0,101746.13,1950,4,0.542,0.542,12480,12480,12480
402301,4023,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",56,3,1,0,0,400723.19,7680,3,0.024391001,0.024391001,19600,19600,19600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402303,4023,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,339504.84,26418.242,195665.63,3750,0,0.1858,0.1798,86400,86400,86400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402404,4024,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",60,NA,NA,0,0,322196.06,6175,4,0.1042,0.1042,26880,26880,26880
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402604,4026,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",56,NA,NA,0,9842.1055,440899.88,8450,1,0.38,0.38,226560,192000,226560
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402703,4027,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,9193.6982,90824.836,109572.75,2100,1,0.5395,0.5395,148800,148800,148800
402704,4027,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",61,NA,NA,0,192137.81,232189.88,4450,3,0.2264,0.2264,100800,100800,100800
402705,4027,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",61,NA,NA,172919.52,21750,113486.06,2175,3,0.43979999,0.2,144000,144000,144000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402805,4028,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",39,NA,NA,111021.4,57367.785,187839,3600,3,1.2385,1.2385,158400,158400,158400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
402903,4029,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,127219.62,15537.383,258278.63,4950,4,0.17120001,0.17120001,154080,154080,154080
403001,4030,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",50,3,1,119444.45,0,53221.051,1020,4,0.14399999,0.083999999,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403003,4030,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,158469.94,0,168011.55,3220,5,0.12810001,0.12810001,79296,79296,79296
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403005,4030,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,18125,72500,57395.25,1100,4,0.23999999,0.23999999,113280,113280,113280
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403103,4031,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,92337.086,0,52177.5,1000,3,0.4711,0.4711,173568,173568,173568
403104,4031,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",64,NA,NA,145728.64,552763.81,143488.13,2750,2,0.059700001,0.059700001,1920,1920,1920
403105,4031,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",64,NA,NA,32044.197,1456.5544,206101.13,3950,4,0.99550003,0.99550003,131520,131520,131520
403201,4032,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Female",60,2,0,77777.773,0,105398.55,2020,5,0.54000002,0.039999999,960,960,960
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403203,4032,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,60416.668,0,213927.75,4100,3,0.71999997,0.71999997,48000,48000,48000
403204,4032,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",44,NA,NA,7088.8892,0,109572.75,2100,4,0.44999999,0.44999999,124800,124800,124800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403301,4033,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Female",57,0,1,0,0,173229.3,3320,4,1.279119,1.279119,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403304,4033,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",51,NA,NA,317066.66,0,224363.25,4300,3,0.075000003,0.26029998,24000,24000,24000
403305,4033,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",51,NA,NA,59035.359,0,164359.13,3150,3,0.45819998,0.27289999,302400,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403403,4034,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,35670.359,0,232189.88,4450,3,0.1626,0.1626,88320,88320,88320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403405,4034,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",52,NA,NA,0,0,46959.75,900,3,0.1626,0.1626,5760,5760,5760
403501,4035,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",36,4,1,22108.24,0,136705.05,2620,2,0.97968,0.66000003,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403503,4035,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,87878.781,14473.684,5217.75,100,0,0.33000001,0.38000003,0,0,0
403505,4035,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",68,NA,NA,7250.0005,43421.055,0,0,0,1.1999999,0.75999999,41280,41280,41280
403601,4036,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",64,0,0,45848.832,0,13044.375,250,0,0.37950802,0.37950802,0,0,0
403701,4037,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",44,3,0,54285.715,23102.303,42785.551,820,2,0.34999999,1.1739089,322800,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403703,4037,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,417913.84,4308.3901,234798.75,4500,4,0.44099998,0.44099998,81600,81600,81600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403903,4039,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,436747,0,219145.5,4200,4,0.16599999,0.19319999,34560,34560,34560
403904,4039,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",37,NA,NA,0,608080.81,232189.88,4450,4,0.036899995,0.0297,187200,187200,187200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404005,4040,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",57,NA,NA,158000,0,166968,3200,4,0.5,0.34999999,25920,25920,25920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404103,4041,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,152631.56,0,333936,6400,4,1.1115001,0.97179997,288000,192000,NA
404104,4041,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",61,NA,NA,246934.61,98773.844,250452,4800,4,0.1468,0.1468,8640,8640,8640
404105,4041,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",61,NA,NA,103979.92,17329.988,302629.5,5800,3,0.83669996,0.83669996,205440,192000,205440
404201,4042,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",33,4,1,423728.84,452380.94,133052.63,2550,0,0.17109999,0.063000001,0,0,0
404204,4042,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",56,NA,NA,170136.08,0,133052.63,2550,3,0.1142027,0.0001027,9696,9696,9696
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404303,4043,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,379675.84,18640.898,273931.88,5250,4,0.16039999,0.16039999,55920,55920,55920
404304,4043,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",50,NA,NA,150438.94,104150.04,41742,800,3,0.12530001,0.12530001,85440,85440,85440
404305,4043,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",50,NA,NA,218045.14,88775.516,242625.38,4650,4,0.26599997,0.19599999,78720,78720,78720
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404405,4044,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",52,NA,NA,323122.19,149787.92,281758.5,5400,4,0.57779998,0.56579995,57600,57600,57600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404603,4046,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,415642.94,56511.059,125226,2400,5,0.24419999,0.24419999,115200,115200,115200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
404803,4048,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,420496.34,153210.13,206101.13,3950,2,0.10879999,0.1028,71232,71232,71232
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405004,4050,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",57,NA,NA,204225.36,769962,189143.44,3625,3,0.070999995,0.0263,67680,67680,67680
405005,4050,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",57,NA,NA,58462.227,70359.906,36524.25,700,2,0.3362,0.3362,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405204,4052,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",36,NA,NA,18336.105,0,109572.75,2100,2,0.60100001,0.676,74880,74880,74880
405205,4052,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",36,NA,NA,115340.91,0,52177.5,1000,4,0.264,0.264,105600,105600,105600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405303,4053,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,243412.28,19974.98,433073.25,8300,2,1.23905,1.23905,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405501,4055,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Female",52,1,0,120000,0,114790.5,2200,2,0.28999999,0.23999999,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405503,4055,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,50487.465,24834.436,177403.5,3400,3,0.2872,0.33220002,155040,155040,155040
405504,4055,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",56,NA,NA,64984.707,0,187839,3600,2,0.39240003,0.39240003,67200,67200,67200
405505,4055,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",56,NA,NA,214047,123889.91,52177.5,1000,3,0.43390003,0.43240002,53952,53952,53952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405603,4056,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,76544.078,145169.8,237407.63,4550,2,0.56830001,0.56830001,153600,153600,153600
405604,4056,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",40,NA,NA,222518.59,41415.133,242625.38,4650,3,0.7123,0.7123,155520,155520,155520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405703,4057,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,300595.97,0,378286.88,7250,0,0.7718001,0.7718001,48000,48000,48000
405704,4057,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",32,NA,NA,108173.86,0,262452.81,5030,2,0.30829999,0.32479998,0,0,0
405705,4057,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",32,NA,NA,245852.92,11819.188,148705.88,2850,4,0.7234,0.7234,78720,78720,78720
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
405804,4058,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",39,NA,NA,372990.38,56591.641,435682.13,8350,4,0.31099999,0.31099999,201600,192000,201600
405902,4059,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Male",41,2,1,0,161000,1930.5674,37,6,0.1,0.089999996,195360,192000,195360
405903,4059,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,210037.73,57865.914,106963.88,2050,2,0.34469998,0.4154,116160,116160,116160
405904,4059,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",43,NA,NA,63746.16,42294.605,125226,2400,2,0.4885,0.2057,63360,63360,63360
405905,4059,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",43,NA,NA,107700.5,54012.281,109572.75,2100,3,0.5636,0.4885,58560,58560,58560
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
406202,4062,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Male",31,2,1,64939.023,264389.97,887.01752,17,2,0.81999999,0.36309999,302400,192000,NA
406401,4064,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",39,2,1,32283.279,15360.045,11479.05,220,4,0.44140497,0.44140497,29400,29400,29400
406404,4064,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",30,NA,NA,0,25233.645,375678,7200,4,0.107,0.107,288000,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
406504,4065,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",76,NA,NA,0,27638.189,221754.38,4250,2,0.039800003,0.039800003,172800,172800,172800
406505,4065,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",76,NA,NA,229000.02,54375,190447.88,3650,5,0.39999998,0.31999999,193344,192000,193344
406604,4066,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",35,NA,NA,466237.97,31339.031,354807,6800,3,0.31099999,0.35100001,33600,33600,33600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
406802,4068,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 34","Female",66,1,0,0,0,1565.325,30,5,0.80000001,0.059999999,19200,19200,19200
406803,4068,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Female",NA,NA,NA,2913.1091,5207.5527,66265.422,1270,3,0.59729999,0.66729999,76800,76800,76800
406804,4068,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",69,NA,NA,0,0,258278.63,4950,4,0.0005334,0.0005334,159360,159360,159360
406805,4068,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Female",69,NA,NA,75097.109,0,198274.5,3800,4,0.2317,0.2317,12480,12480,12480
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
406903,4069,"FUP3",2014,"Treatment","Treatment","Rwamangana 34",NA,NA,NA,NA,163578.05,114575.91,422637.75,8100,3,0.28060001,0.28060001,116352,116352,116352
406904,4069,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",53,NA,NA,0,51027.168,388200.59,7440,4,0.30180001,0.30180001,211200,192000,211200
406905,4069,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",53,NA,NA,449085.13,109785.2,0,0,0,0.25139999,0.25139999,309120,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
407004,4070,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Female",60,NA,NA,91554.852,0,0,0,0,0.1267,0.1267,2880,2880,2880
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
407103,4071,"FUP3",2014,"Treatment","Treatment","Rwamangana 34","Male",NA,NA,NA,185970.72,82365.359,182621.25,3500,4,0.66290003,0.66290003,156288,156288,156288
407104,4071,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",40,NA,NA,214341.27,367092.63,0,0,0,0.64289999,0.15650001,68160,68160,68160
407204,4072,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",35,NA,NA,393754.22,14534.884,130443.75,2500,3,0.1473,0.1548,103680,103680,103680
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
407401,4074,"Baseline",2012,"Treatment","Treatment","Rwamangana 34","Male",31,1,0,223076.92,0,236885.84,4540,4,0.19500001,0.18000001,16320,16320,16320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
407404,4074,"FUP4",2016,"Treatment","Treatment","Rwamangana 34","Male",42,NA,NA,77678.57,222619.05,294802.88,5650,4,0.22400001,0.083999999,57600,57600,57600
407405,4074,"Endline",2018,"Treatment","Treatment","Rwamangana 34","Male",42,NA,NA,61983.473,0,156532.5,3000,3,0.2904,0.1789,280320,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
