osm_id,name,amenity,longitude,latitude
30312225,Consolata School,school,36.8040596,-1.2674856
674552830,NA,NA,36.7973407,-1.2596897
1399125354,Galitos restaurant,school,36.77077179999999,-1.2903252
1764153756,Makini Schools,school,36.76877329999999,-1.2960508
1867185524,Bohra Primary School,school,36.7906608,-1.2585154
2061462027,NA,NA,36.77898640000001,-1.2645748000000003
2061462030,NA,NA,36.779597599999995,-1.2652267
2061462031,NA,NA,36.77889489999999,-1.2650873000000002
2061462033,NA,NA,36.7797052,-1.264725
2468180197,NA,NA,36.7940754,-1.282812
2468180199,NA,NA,36.7963821,-1.2821470000000001
2468180201,NA,NA,36.7975462,-1.2826994
2468180203,NA,NA,36.7975247,-1.2832786000000003
2468180205,NA,NA,36.797213600000006,-1.2832464000000001
2468180207,NA,NA,36.79711170000001,-1.2835734999999997
2468180209,NA,NA,36.79619970000001,-1.2834555
2468180211,NA,NA,36.7956708,-1.2846042
2468180213,NA,NA,36.7939504,-1.2842042
2468180215,NA,NA,36.7941458,-1.2837299
2468189973,NA,NA,36.786443299999995,-1.2814064
2468189975,NA,NA,36.7869337,-1.2822246
2468189978,NA,NA,36.78755569999999,-1.2818095999999999
2468189979,NA,NA,36.7871655,-1.280941
2483120528,NA,NA,36.7553826,-1.2888117
2483120529,NA,NA,36.7553836,-1.2890266000000001
2483120530,NA,NA,36.7558769,-1.2890244
2483120531,NA,NA,36.7558762,-1.288871
2483120532,NA,NA,36.7562395,-1.2888693
2483120533,NA,NA,36.7562389,-1.2887315999999998
2483120534,NA,NA,36.7558036,-1.2887336
2483120535,NA,NA,36.755804,-1.2888098
2483120536,NA,NA,36.7546564,-1.2892602
2483120537,NA,NA,36.7564856,-1.2893192
2483120538,NA,NA,36.7565259,-1.2877344
2483120539,NA,NA,36.7559948,-1.2877049
2483120540,NA,NA,36.7558392,-1.2878228999999999
2483120541,NA,NA,36.75487630000001,-1.2888848
2483120542,NA,NA,36.754541,-1.289228
2484528096,NA,NA,36.7966936,-1.2595952
2484528098,NA,NA,36.79764850000001,-1.2597346
2484532836,NA,NA,36.7754957,-1.2689536
2484532841,NA,NA,36.777949,-1.2682632999999999
2484532844,NA,NA,36.777900699999996,-1.2691375000000003
2484532847,NA,NA,36.7785391,-1.2693038
2484532850,NA,NA,36.7783191,-1.2696309
2484532854,NA,NA,36.7778149,-1.271331
2484532857,NA,NA,36.7768332,-1.2710843000000003
2484532860,NA,NA,36.7753848,-1.2709555999999997
2484532862,NA,NA,36.7755434,-1.2694181
2484533946,NA,NA,36.76551880000001,-1.2870263
2484533947,NA,NA,36.76555559999999,-1.2875973
2484533948,NA,NA,36.7647168,-1.2877229
2484533949,NA,NA,36.7647517,-1.2870748
2484533950,NA,NA,36.764697500000004,-1.2877327
2484533951,NA,NA,36.7647351,-1.2878720999999997
2484533952,NA,NA,36.76495800000001,-1.2877982
2484533953,NA,NA,36.7649097,-1.2876581
2491660139,NA,NA,36.7835731,-1.2924802
2491660140,NA,NA,36.7847345,-1.2924372999999998
2491660141,NA,NA,36.784866,-1.2936896
2491660142,NA,NA,36.783999599999994,-1.2937271
2491660143,NA,NA,36.7836539,-1.2935053
2491790080,NA,NA,36.7822067,-1.2572737
2491790081,NA,NA,36.7841861,-1.2574400000000001
2491790082,NA,NA,36.7840064,-1.2591509
2491790083,NA,NA,36.7820256,-1.2588880000000002
2499024984,NA,NA,36.7545827,-1.2895529
2499024985,NA,NA,36.7545928,-1.2899155000000002
2499024986,NA,NA,36.7540843,-1.2902743
