"","Country","AVG_Happiness_Foreign","AVG_Happiness_Local","Happiness_Index_2018","Dystopia_Comparison","Explained_GDPperCapita","Explained_SocialSupp","Explained_LifeExp","Explained_Freedom","Explained_Generosity","Explained_Corruption","HappinessChange","Happiness_Index_2010","Region indicator","Life ladder, 2015-2017","Log of GDP per person, 2015-2017","GDP per person, 2015-2017","Healthy life expectancy, 2015-2017","Social support, 2015-2017","Freedom to make life choices, 2015-2017","Generosity, 2015-2017, without adjustment for GDP per person","Standard error, generosity, 2015-2017","Perceptions of corruption, 2015-2017"
"20","Brazil",NA,NA,6.41890001296997,2.59202551841736,0.985896050930023,1.4743058681488,0.675137639045715,0.493463695049286,0.110258348286152,0.0878032743930817,-0.424095153808594,6.84299516677856,"Latin America and Caribbean",6.41889047622681,9.56330871582031,14232.861328125,65.2441329956055,0.908001840114594,0.789254188537598,0.217360466718674,0.00855716224759817,0.784572958946228
"21","Bulgaria",NA,NA,4.93310022354126,1.21879243850708,1.05443739891052,1.5152291059494,0.712353706359863,0.358757168054581,0.0642126351594925,0.00934199150651693,1.02084827423096,3.9122519493103,"Central and Eastern Europe",4.93312454223633,9.7834415435791,17737.591796875,66.4154891967773,0.924724042415619,0.675944566726685,0.162422731518745,0.00763319386169314,0.929407775402069
"22","Burkina Faso",4.14636516571045,4.08514642715454,4.42439985275269,2.14489603042603,0.313666790723801,1.09674203395844,0.254065334796906,0.311635315418243,0.175455018877983,0.12793080508709,0.482404232025146,3.94199562072754,"Sub-Saharan Africa",4.42439126968384,7.40432596206665,1643.07702636719,51.9911003112793,0.753720283508301,0.636307597160339,0.152457877993584,0.00802781898528337,0.710499942302704
"23","Burundi",NA,NA,2.90450000762939,1.75179350376129,0.090806245803833,0.626902341842651,0.145325094461441,0.0648504197597504,0.148904055356979,0.0759533494710922,-0.773024559020996,3.67752456665039,"Sub-Saharan Africa",2.90453505516052,6.68857002258301,803.172912597656,48.5685577392578,0.561732590198517,0.428722262382507,0.0543934032320976,0.00823575910180807,0.806447207927704
"24","Cambodia",NA,NA,4.4326000213623,1.32125425338745,0.548668622970581,1.08826005458832,0.456770122051239,0.696382701396942,0.256326526403427,0.0649257749319077,0.19366979598999,4.23893022537231,"Southeast Asia",4.43258810043335,8.15907573699951,3494.95483398438,58.3711280822754,0.750254333019257,0.959941327571869,0.336479425430298,0.00945529900491238,0.82680344581604
"25","Cameroon",5.12808036804199,4.55831384658813,4.97529983520508,2.68765068054199,0.53466135263443,0.890813171863556,0.182390257716179,0.453617990016937,0.182793661952019,0.0433999858796597,0.445079326629639,4.53022050857544,"Sub-Saharan Africa",4.9753270149231,8.114089012146,3341.21240234375,49.735164642334,0.669572830200195,0.755737602710724,0.22044625878334,0.00953288283199072,0.866538763046265
"26","Canada",7.21883678436279,7.4862756729126,7.32849979400635,2.30574989318848,1.33041179180145,1.53190982341766,0.895845651626587,0.653067052364349,0.320637285709381,0.290906965732574,-0.212795257568359,7.54129505157471,"North America and ANZ",7.32852840423584,10.6697816848755,43035.546875,72.190803527832,0.931540191173553,0.923505961894989,0.625681042671204,0.0150140384212136,0.409655749797821
"27","Central African Republic",NA,NA,3.08299994468689,2.48701143264771,0.0239054299890995,0,0.0101000545546412,0.305280297994614,0.218356087803841,0.0383443087339401,-0.484894990921021,3.56789493560791,"Sub-Saharan Africa",3.0829975605011,6.47370624542236,647.880493164062,44.3124198913574,0.305565357208252,0.630962014198303,0.167455777525902,0.0104317329823971,0.875871241092682
"28","Chad",4.33877325057983,4.01983261108398,4.30060005187988,2.55323266983032,0.357829451560974,0.907013118267059,0.0528424568474293,0.188905477523804,0.18081633746624,0.0599477216601372,0.295659065246582,4.0049409866333,"Sub-Saharan Africa",4.30058717727661,7.54616212844849,1893.4619140625,45.65771484375,0.67619252204895,0.533072292804718,0.171422481536865,0.00891311466693878,0.835992634296417
"29","Chile",6.49526929855347,6.42462968826294,6.47620010375977,2.5165913105011,1.13130509853363,1.33102059364319,0.808375120162964,0.431229501962662,0.197056353092194,0.0606111101806164,0.186398983001709,6.28980112075806,"Latin America and Caribbean",6.47618913650513,10.0303153991699,22704.431640625,69.4377136230469,0.849452078342438,0.736905336380005,0.387090563774109,0.0108068389818072,0.834768056869507
"30","China",NA,NA,5.24580001831055,1.58632707595825,0.989317059516907,1.14197683334351,0.799402475357056,0.596788108348846,0.0286510866135359,0.103335373103619,0.591510772705078,4.65428924560547,"East Asia",5.24579811096191,9.57429599761963,14390.103515625,69.1553039550781,0.772204279899597,0.876166462898254,0.0917000398039818,0.00348743167705834,NA
"31","Colombia",NA,NA,6.2600998878479,2.5563325881958,0.960427522659302,1.43882095813751,0.635055601596832,0.53142637014389,0.0985910594463348,0.0394277833402157,-0.0225353240966797,6.28263521194458,"Latin America and Caribbean",6.26008176803589,9.48151206970215,13115.001953125,63.9825706481934,0.893501877784729,0.82118684053421,0.191339626908302,0.00827096961438656,0.873871207237244
"33","Congo (Brazzaville)",4.42677211761475,4.2532434463501,4.55870008468628,2.04075503349304,0.681599318981171,0.810759425163269,0.34297451376915,0.513789057731628,0.0914930775761604,0.0773010477423668,0.738879203796387,3.81982088088989,"Sub-Saharan Africa",4.55867147445679,8.58600616455078,5356.17919921875,54.7894706726074,0.636860966682434,0.806351065635681,0.112148799002171,0.00698324758559465,0.803959429264069
"34","Congo (Kinshasa)",4.63606882095337,4.34163808822632,4.24490022659302,2.27395534515381,0.0692258551716805,1.13561642169952,0.204326674342155,0.312345266342163,0.197224453091621,0.052252110093832,0.261097431182861,3.98380279541016,"Sub-Saharan Africa",4.24494600296021,6.61926078796387,749.390930175781,50.4256019592285,0.769605278968811,0.636904776096344,0.123985461890697,0.00753286713734269,0.850198268890381
"35","Costa Rica",6.72584247589111,7.24890565872192,7.07170009613037,2.91054248809814,1.01008594036102,1.45889365673065,0.816699385643005,0.631519436836243,0.143298998475075,0.100614324212074,-0.175240516662598,7.24694061279297,"Latin America and Caribbean",7.07165431976318,9.64099884033203,15382.701171875,69.6997146606445,0.901704072952271,0.90538102388382,0.274674296379089,0.00966464914381504,0.760924518108368
"36","Croatia",5.36780786514282,5.52732419967651,5.32119989395142,1.76895713806152,1.11491966247559,1.16097056865692,0.737016618251801,0.380374670028687,0.120023772120476,0.0389480590820312,-0.197666645050049,5.51886653900146,"Central and Eastern Europe",5.3212103843689,9.97769069671631,21540.51171875,67.1917419433594,0.779965579509735,0.694128334522247,0.264014899730682,0.00938083976507187,0.874756753444672
"37","Cyprus",6.33744049072266,6.02605056762695,5.76249980926514,1.7736120223999,1.22881591320038,1.190749168396,0.909132301807404,0.422753512859344,0.202494576573372,0.0349761806428432,-0.772998332977295,6.53549814224243,"Western Europe",5.76253366470337,10.3434886932373,31054.1796875,72.6089935302734,0.792133808135986,0.729775667190552,0.422272145748138,0.0106305200606585,0.882088601589203
"38","Czech Republic",5.8801646232605,6.5085072517395,6.7108998298645,2.49379634857178,1.23346829414368,1.48931849002838,0.854075908660889,0.54264235496521,0.0639665722846985,0.0336368381977081,0.461287021636963,6.24961280822754,"Central and Eastern Europe",6.71090459823608,10.3584308624268,31521.6796875,70.8761215209961,0.914136350154877,0.830621242523193,0.206805914640427,0.00823170226067305,0.884560942649841
"39","Denmark",7.54674100875854,7.7056827545166,7.55530023574829,2.37017917633057,1.35115301609039,1.59045279026031,0.86793315410614,0.683250784873962,0.284391671419144,0.407916992902756,-0.253184795379639,7.80848503112793,"Western Europe",7.55527782440186,10.7363958358765,45999.9609375,71.3122711181641,0.955462276935577,0.948895275592804,0.579054057598114,0.0105848722159863,0.193662241101265
"41","Dominican Republic",5.23948526382446,5.13900518417358,5.30179977416992,1.46090364456177,0.98168158531189,1.44073498249054,0.614489912986755,0.578275084495544,0.119947083294392,0.105739913880825,0.297864437103271,5.00393533706665,"Latin America and Caribbean",5.30177211761475,9.54977321624756,14041.509765625,63.335277557373,0.894284009933472,0.860594034194946,0.230584472417831,0.0087859695777297,0.751462996006012
"42","Ecuador",6.294020652771,5.79023361206055,5.97319984436035,2.22807955741882,0.889164626598358,1.33014023303986,0.735578954219818,0.556145906448364,0.11391793191433,0.120153471827507,0.254607200622559,5.71859264373779,"Latin America and Caribbean",5.97318077087402,9.2526388168335,10432.0576171875,67.1464920043945,0.849092364311218,0.84197986125946,0.198478400707245,0.00839835498481989,0.724856436252594
"43","Egypt",5.27670478820801,4.46831941604614,4.41919994354248,1.44424867630005,0.885383725166321,1.02501952648163,0.553413391113281,0.312076687812805,0.0924183055758476,0.106616735458374,-0.401822566986084,4.82102251052856,"Middle East and North Africa",4.41917705535889,9.2404956817627,10306.1455078125,61.4129257202148,0.724412739276886,0.636678874492645,0.164250925183296,0.00749530643224716,0.749844431877136
"44","El Salvador",NA,NA,6.16680002212524,2.88355445861816,0.805826723575592,1.23068308830261,0.638641238212585,0.460673451423645,0.0650652423501015,0.0823368057608604,-0.0915546417236328,6.25835466384888,"Latin America and Caribbean",6.16678094863892,8.98498439788818,7982.3203125,64.0954284667969,0.808451771736145,0.761672377586365,0.101884640753269,0.0063556837849319,0.794663727283478
"45","Estonia",4.9975380897522,5.58785057067871,5.73920011520386,1.45713424682617,1.20002222061157,1.53241109848022,0.737265110015869,0.552792966365814,0.0857286900281906,0.173867464065552,0.444779872894287,5.29442024230957,"Central and Eastern Europe",5.73922157287598,10.251012802124,28311.201171875,67.1995620727539,0.931745052337646,0.839159548282623,0.232368931174278,0.00895491428673267,0.625703632831573
"46","Ethiopia",NA,NA,4.35020017623901,1.88353872299194,0.307929337024689,0.950279116630554,0.390917956829071,0.451902240514755,0.219598338007927,0.146037772297859,NA,NA,"Sub-Saharan Africa",4.35020351409912,7.38589906692505,1613.07739257812,56.2984657287598,0.693872034549713,0.754294395446777,0.220371320843697,0.00882690120488405,0.677075564861298
"47","Finland",7.66230392456055,7.49811363220215,7.63210010528564,2.59518623352051,1.30509531497955,1.59213423728943,0.874453663825989,0.68063348531723,0.191638067364693,0.392960995435715,0.100029945373535,7.53207015991211,"Western Europe",7.63210201263428,10.5884733200073,39674.87109375,71.5175018310547,0.956149339675903,0.94669371843338,0.421380996704102,0.0105291679501534,0.221270054578781
"48","France",6.35182952880859,6.69098663330078,6.48929977416992,2.0277533531189,1.2927850484848,1.46644556522369,0.908495008945465,0.520305931568146,0.0978379175066948,0.17569075524807,-0.208125591278076,6.697425365448,"Western Europe",6.48931360244751,10.5489368438721,38136.87109375,72.5889358520508,0.904789924621582,0.811832785606384,0.273441076278687,0.0095611996948719,0.622337937355042
"49","Gabon",4.58084487915039,4.29122400283813,4.75829982757568,1.71459817886353,1.03627717494965,1.16353261470795,0.404058188199997,0.356286913156509,0.0320363119244576,0.0515572726726532,NA,NA,"Sub-Saharan Africa",4.75834655761719,9.72511672973633,16732.642578125,56.7120475769043,0.78101247549057,0.67386668920517,0.107504159212112,0.00682144705206156,0.851480901241302
"50","Georgia",3.98762154579163,4.17405033111572,4.34049987792969,1.62398838996887,0.853284239768982,0.591945350170135,0.642591416835785,0.375448495149612,0.038494136184454,0.214739367365837,0.316639423370361,4.02386045455933,"Commonwealth of Independent States",4.34049129486084,9.13740253448486,9296.5859375,64.2197570800781,0.547448337078094,0.689984619617462,0.0720060095191002,0.00538298161700368,0.550256550312042
"51","Germany",6.36574506759644,6.75713920593262,6.96470022201538,2.1507568359375,1.33961987495422,1.47435283660889,0.860524952411652,0.586154520511627,0.273495316505432,0.279843032360077,0.369257926940918,6.59544229507446,"Western Europe",6.96474742889404,10.6993551254272,44327.26171875,71.0791015625,0.908021032810211,0.867221891880035,0.558219730854034,0.009022849611938,0.430079072713852
"52","Ghana",NA,NA,4.65700006484985,2.09320116043091,0.591718316078186,0.895752906799316,0.337242603302002,0.498528212308884,0.211772680282593,0.0287570431828499,0.0664029121398926,4.59059715270996,"Sub-Saharan Africa",4.65697288513184,8.29733753204346,4013.17309570312,54.6090621948242,0.671591341495514,0.793514251708984,0.277398496866226,0.00962194427847862,0.893568754196167
"53","Greece",5.28376293182373,5.53143692016602,5.35790014266968,1.94815969467163,1.1538006067276,1.20191442966461,0.878591656684875,0.130929097533226,0,0.0444650575518608,-0.581308364868164,5.93920850753784,"Western Europe",5.35786056518555,10.1025638580322,24405.501953125,71.6477432250977,0.796696245670319,0.484304934740067,0.0869945213198662,0.0057585178874433,0.864572703838348
"54","Guatemala",NA,NA,6.3818998336792,2.87071871757507,0.781324744224548,1.26767647266388,0.608414053916931,0.604297757148743,0.178806632757187,0.0706143602728844,-0.00352144241333008,6.38542127609253,"Latin America and Caribbean",6.38185262680054,8.90629196166992,7378.25146484375,63.14404296875,0.823568165302277,0.882483243942261,0.271144837141037,0.00965029466897249,0.81630265712738
"55","Guinea",3.95409297943115,3.83773851394653,3.9640998840332,1.94283223152161,0.343708038330078,0.792455911636353,0.211473703384399,0.394319534301758,0.185486078262329,0.0938246697187424,NA,NA,"Sub-Saharan Africa",3.96410012245178,7.50080871582031,1809.50524902344,50.6505508422852,0.629381716251373,0.705858170986176,0.173848122358322,0.00808224827051163,0.773457825183868
"56","Haiti",NA,NA,3.58200001716614,1.74365091323853,0.314747214317322,0.713609337806702,0.289200156927109,0.0248435996472836,0.392342329025269,0.103566206991673,-0.223927736282349,3.80592775344849,"Latin America and Caribbean",3.58195972442627,7.40779590606689,1648.78820800781,53.0969505310059,0.597163140773773,0.395070165395737,0.487097680568695,0.0148589480668306,0.755475521087646
"57","Honduras",NA,NA,5.50400018692017,2.32779932022095,0.619635105133057,1.20519328117371,0.622406959533691,0.458619654178619,0.19681079685688,0.0735804215073586,-0.268886566162109,5.77288675308228,"Latin America and Caribbean",5.5040454864502,8.38699722290039,4389.61669921875,63.5844612121582,0.79803603887558,0.759944796562195,0.260578572750092,0.0092360582202673,0.810827493667603
"58","Hong Kong S.A.R. of China",4.96258211135864,5.63391017913818,5.43039989471436,0.643622398376465,1.40506184101105,1.28998160362244,1.02965033054352,0.524216651916504,0.246465057134628,0.291430532932281,0.0375881195068359,5.39281177520752,"East Asia",5.43042850494385,10.9095335006714,54695.32421875,NA,0.832682549953461,0.815122306346893,0.533378481864929,0.0131668830290437,0.408689230680466
"59","Hungary",5.27191066741943,5.11578845977783,5.61999988555908,1.97410273551941,1.17103612422943,1.40131711959839,0.731545448303223,0.25900799036026,0.0607123300433159,0.0222604759037495,0.81028413772583,4.80971574783325,"Central and Eastern Europe",5.61998224258423,10.1579189300537,25794.560546875,67.0195388793945,0.878176927566528,0.59203964471817,0.186147883534431,0.00813281256705523,0.905561029911041
"60","Iceland",7.4268536567688,7.43833684921265,7.49520015716553,2.42598962783813,1.34330129623413,1.64437806606293,0.9138023853302,0.676502168178558,0.353233218193054,0.138018980622292,0.606941699981689,6.88825845718384,"Western Europe",7.49522590637207,10.7111787796021,44854.48046875,72.7559814453125,0.977497398853302,0.943218648433685,0.6848184466362,0.014124876819551,0.691877782344818
"61","India",4.54890012741089,4.60874223709106,4.18979978561401,1.43179965019226,0.721260070800781,0.747142851352692,0.484927713871002,0.539312422275543,0.172187522053719,0.0931819081306458,-0.697626113891602,4.88742589950562,"South Asia",4.18981218338013,8.71338367462158,6083.79345703125,59.2573738098145,0.610865712165833,0.827820241451263,0.246470808982849,0.00567455682903528,0.774644315242767
"62","Indonesia",NA,NA,5.09259986877441,1.41675519943237,0.899046778678894,1.21457231044769,0.522390305995941,0.538158118724823,0.484024584293365,0.0176312141120434,-0.160397052764893,5.25299692153931,"Southeast Asia",5.09257841110229,9.2843770980835,10768.4638671875,60.4364891052246,0.801868557929993,0.826849281787872,0.775615572929382,0.00914787780493498,0.914106369018555
"63","Iran",NA,NA,4.70660018920898,1.31486439704895,1.05853426456451,0.771397829055786,0.690756142139435,0.459353893995285,0.282385379076004,0.129270076751709,-0.422426223754883,5.12902641296387,"Middle East and North Africa",4.70656204223633,9.79659938812256,17972.5234375,65.7357177734375,0.620776891708374,0.760562419891357,0.504222810268402,0.0115837408229709,0.708027720451355
"64","Iraq",5.00343704223633,4.67825937271118,4.45559978485107,1.39262914657593,1.00986647605896,0.971212029457092,0.535986959934235,0.303684383630753,0.147654816508293,0.0946055576205254,-0.398876190185547,4.85447597503662,"Middle East and North Africa",4.45563936233521,9.64029407501221,15371.86328125,60.8644371032715,0.702425718307495,0.629619598388672,0.278833270072937,0.0103062829002738,0.77201634645462
"65","Ireland",6.91560840606689,7.10391807556152,6.97709989547729,1.84429788589478,1.44758212566376,1.58263492584229,0.876285493373871,0.613965392112732,0.306510478258133,0.305818885564804,-0.362651824951172,7.33975172042847,"Western Europe",6.97709512710571,11.0460948944092,62698.6328125,71.5751571655273,0.952267706394196,0.890615284442902,0.636513769626617,0.0103921974077821,0.382129222154617
"66","Israel",6.92109203338623,7.34826231002808,7.19000005722046,2.81672668457031,1.24382412433624,1.43291044235229,0.888351380825043,0.464047759771347,0.262455672025681,0.0816827490925789,-0.13441276550293,7.32441282272339,"Middle East and North Africa",7.18999862670898,10.3916902542114,32587.701171875,71.9549255371094,0.89108669757843,0.764510691165924,0.516909897327423,0.0100358547642827,0.795871078968048
"67","Italy",5.95963764190674,6.213463306427,6.00040006637573,1.8431191444397,1.26414048671722,1.50064933300018,0.946430563926697,0.281019121408463,0.136545360088348,0.0284510347992182,-0.488899707794189,6.48929977416992,"Western Europe",6.00035524368286,10.4569396972656,34784.9375,73.7829360961914,0.918766438961029,0.61055451631546,0.326457053422928,0.0102574145421386,0.894133627414703
"68","Ivory Coast",3.90827345848083,4.26647853851318,4.67119979858398,2.46267509460449,0.540813088417053,0.871533334255219,0.0803210958838463,0.466516643762589,0.146393358707428,0.102956160902977,0.474027156829834,4.19717264175415,"Sub-Saharan Africa",4.67120885848999,8.13384628295898,3407.88208007812,46.522590637207,0.661694645881653,0.766587436199188,0.160901173949242,0.00828256271779537,0.756601631641388
"69","Jamaica",NA,NA,5.88980007171631,2.18181896209717,0.818555355072021,1.49314963817596,0.693395674228668,0.575272679328918,0.0962750315666199,0.0312916487455368,NA,NA,"Latin America and Caribbean",5.8897590637207,9.02586460113525,8315.400390625,65.8187942504883,0.915701866149902,0.858068525791168,0.156673923134804,0.0188669301569462,0.888890027999878
"70","Japan",6.45660543441772,6.02463436126709,5.91499996185303,1.39003467559814,1.29421126842499,1.46160185337067,0.987902402877808,0.553002715110779,0.0786065086722374,0.149674996733665,-0.0117287635803223,5.92672872543335,"East Asia",5.91503429412842,10.5535173416138,38311.95703125,75.0882415771484,0.90281069278717,0.839335978031158,0.245056107640266,0.00945269037038088,0.670361459255219
"71","Jordan",5.34547758102417,5.47118234634399,5.16069984436035,1.69741082191467,0.821585595607758,1.26498186588287,0.644879877567291,0.467821836471558,0.129848301410675,0.134173959493637,-0.453327178955078,5.61402702331543,"Middle East and North Africa",5.16070222854614,9.03559684753418,8396.7236328125,64.2917861938477,0.822467088699341,0.767685294151306,0.20645546913147,0.00826621055603027,NA
"72","Kazakhstan",5.34218788146973,5.78180408477783,5.79010009765625,1.77773475646973,1.14262199401855,1.51647770404816,0.631318390369415,0.453601986169815,0.147593170404434,0.120705299079418,0.197290897369385,5.59280920028687,"Commonwealth of Independent States",5.79005336761475,10.0666618347168,23544.8359375,63.8649444580078,0.925234258174896,0.755724132061005,0.314800053834915,0.00980279874056578,0.723837792873383
"73","Kenya",4.16745185852051,4.31016111373901,4.4096999168396,1.50298500061035,0.493055075407028,1.04794943332672,0.454412162303925,0.503699600696564,0.35246929526329,0.0551365092396736,0.276046276092529,4.13365364074707,"Sub-Saharan Africa",4.40970706939697,7.9804630279541,2923.28442382812,58.2969131469727,0.733782470226288,0.797864198684692,0.469630509614944,0.0111225675791502,0.84487384557724
"74","Kosovo",5.72599124908447,5.51015615463257,5.66209983825684,2.25491380691528,0.85480397939682,1.22978484630585,0.577671647071838,0.448167085647583,0.273846745491028,0.022960901260376,0.135727882385254,5.52637195587158,"Central and Eastern Europe",5.66214895248413,9.14228343963623,9342.0732421875,NA,0.808084726333618,0.751152515411377,0.429290354251862,0.0102172270417213,0.904268085956573
