Region/Country/Area,,Year,Series,Value,Footnotes,Source
76,Brazil,2010,Unemployment rate - Total,8.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2010,Labour force participation - Male,77.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2010,Unemployment rate - Male,6.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2010,Labour force participation - Female,54.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2010,Unemployment rate - Female,11.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Labour force participation - Total,64.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Unemployment rate - Total,8.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Labour force participation - Male,75.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Unemployment rate - Male,7.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Labour force participation - Female,53.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2015,Unemployment rate - Female,10.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Labour force participation - Total,63.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Unemployment rate - Total,11.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Labour force participation - Male,74.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Unemployment rate - Male,10.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Labour force participation - Female,53.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
76,Brazil,2018,Unemployment rate - Female,13.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Labour force participation - Total,67.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Unemployment rate - Total,5.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Labour force participation - Male,78,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Unemployment rate - Male,5.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Labour force participation - Female,56.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2005,Unemployment rate - Female,7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Labour force participation - Total,67.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Unemployment rate - Total,6.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Labour force participation - Male,76.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Unemployment rate - Male,5.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Labour force participation - Female,58,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2010,Unemployment rate - Female,7.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Labour force participation - Total,67.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Unemployment rate - Total,6.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Labour force participation - Male,75.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Unemployment rate - Male,6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Labour force participation - Female,59.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2015,Unemployment rate - Female,7.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Labour force participation - Total,67,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Unemployment rate - Total,7.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Labour force participation - Male,74.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Unemployment rate - Male,6.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Labour force participation - Female,59,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
96,Brunei Darussalam,2018,Unemployment rate - Female,8.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Labour force participation - Total,50.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Unemployment rate - Total,10.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Labour force participation - Male,56.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Unemployment rate - Male,10.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Labour force participation - Female,44.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2005,Unemployment rate - Female,9.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Labour force participation - Total,53.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Unemployment rate - Total,10.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Labour force participation - Male,59.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Unemployment rate - Male,10.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Labour force participation - Female,47.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2010,Unemployment rate - Female,9.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Labour force participation - Total,54.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Unemployment rate - Total,9.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Labour force participation - Male,60.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Unemployment rate - Male,9.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Labour force participation - Female,48.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2015,Unemployment rate - Female,8.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Labour force participation - Total,53.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Unemployment rate - Total,5.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Labour force participation - Male,59.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Unemployment rate - Male,6.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Labour force participation - Female,47.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
100,Bulgaria,2018,Unemployment rate - Female,5.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Labour force participation - Total,74.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Unemployment rate - Total,4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Labour force participation - Male,86.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Unemployment rate - Male,3.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Labour force participation - Female,62.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2005,Unemployment rate - Female,4.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Labour force participation - Total,70.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Unemployment rate - Total,4.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Labour force participation - Male,81.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Unemployment rate - Male,3.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Labour force participation - Female,59.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2010,Unemployment rate - Female,6.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Labour force participation - Total,66.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Unemployment rate - Total,6.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Labour force participation - Male,75.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Unemployment rate - Male,4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Labour force participation - Female,58.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2015,Unemployment rate - Female,9.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Labour force participation - Total,66.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Unemployment rate - Total,6.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Labour force participation - Male,75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Unemployment rate - Male,4.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Labour force participation - Female,57.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
854,Burkina Faso,2018,Unemployment rate - Female,8.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Labour force participation - Total,81.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Unemployment rate - Total,1.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Labour force participation - Male,80.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Unemployment rate - Male,2.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Labour force participation - Female,82.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2005,Unemployment rate - Female,1.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Labour force participation - Total,79.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Unemployment rate - Total,1.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Labour force participation - Male,78.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Unemployment rate - Male,2.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Labour force participation - Female,80.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2010,Unemployment rate - Female,1.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Labour force participation - Total,78.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Unemployment rate - Total,1.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Labour force participation - Male,77.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Unemployment rate - Male,2.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Labour force participation - Female,79.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2015,Unemployment rate - Female,1.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Labour force participation - Total,78.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Unemployment rate - Total,1.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Labour force participation - Male,77.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Unemployment rate - Male,2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Labour force participation - Female,80.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
108,Burundi,2018,Unemployment rate - Female,1.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Labour force participation - Total,59.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Unemployment rate - Total,11.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Labour force participation - Male,75.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Unemployment rate - Male,10.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Labour force participation - Female,44.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2005,Unemployment rate - Female,12.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Labour force participation - Total,59.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Unemployment rate - Total,10.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Labour force participation - Male,72.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Unemployment rate - Male,10.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Labour force participation - Female,46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2010,Unemployment rate - Female,11.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Labour force participation - Total,60,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Unemployment rate - Total,10.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Labour force participation - Male,71.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Unemployment rate - Male,9.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Labour force participation - Female,48.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2015,Unemployment rate - Female,11.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Labour force participation - Total,60.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Unemployment rate - Total,10.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Labour force participation - Male,71.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Unemployment rate - Male,9.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Labour force participation - Female,50,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
132,Cabo Verde,2018,Unemployment rate - Female,11.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Labour force participation - Total,81.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Unemployment rate - Total,2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Labour force participation - Male,86.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Unemployment rate - Male,2.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Labour force participation - Female,76.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2005,Unemployment rate - Female,1.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2010,Labour force participation - Total,85.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2010,Unemployment rate - Total,0.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2010,Labour force participation - Male,89.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2010,Unemployment rate - Male,0.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
116,Cambodia,2010,Labour force participation - Female,81.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed February 2018."
